,Document,Sentence,loan_default,aggregate_dscr_fall,dscr_fall,unspecified,debt_yield_fall,aggregate_debt_yield_fall,mezzanine_default,tenant_failure,mezzanine_outstanding,operator_termination,bankruptcy,aggregate_debt_yield,sponsor_termination,renovations,sentence_char_count,SentenceTokens,SentenceLemmas,SentenceLemmas_nopunc
187,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"“Debt Yield Coverage Cure Amount” means (i) with respect to a cure of a Pool A Trigger Period commenced in accordance with clause (A)(ii) of the definition thereof, an amount that, if applied to the reduction of the Pool A Mortgage Loan, would result in a Debt Yield being equal to, or greater than, 7.75% and (ii) with respect to a Partial Defeasance Event, an amount that, if applied to the reduction of the Pool A Mortgage Loan, would cause the Debt Yield with respect to the remaining Pool A Properties after the release of such individual Pool A Property in connection with such Partial Defeasance Event to be greater than the greater of (1) the Debt Yield of all Pool A Properties encumbered by the applicable Mortgages immediately prior to the consummation of the Partial Defeasance, and (2) the Pool A Minimum Debt Yield.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,829,"“ Debt Yield Coverage Cure Amount ” means ( i ) with respect to a cure of a Pool A Trigger Period commenced in accordance with clause ( A)(ii ) of the definition thereof , an amount that , if applied to the reduction of the Pool A Mortgage Loan , would result in a Debt Yield being equal to , or greater than , 7.75 % and ( ii ) with respect to a Partial Defeasance Event , an amount that , if applied to the reduction of the Pool A Mortgage Loan , would cause the Debt Yield with respect to the remaining Pool A Properties after the release of such individual Pool A Property in connection with such Partial Defeasance Event to be greater than the greater of ( 1 ) the Debt Yield of all Pool A Properties encumbered by the applicable Mortgages immediately prior to the consummation of the Partial Defeasance , and ( 2 ) the Pool A Minimum Debt Yield .",""" debt yield coverage cure amount "" mean ( i ) with respect to a cure of a pool a trigger period commence in accordance with clause ( a)(ii ) of the definition thereof , an amount that , if apply to the reduction of the pool a mortgage loan , would result in a debt yield be equal to , or great than , 7.75 % and ( ii ) with respect to a partial defeasance event , an amount that , if apply to the reduction of the pool a mortgage loan , would because the debt yield with respect to the remain pool a properties after the release of such individual pool a property in connection with such partial defeasance event to be great than the great of ( 1 ) the debt yield of all pool a properties encumber by the applicable mortgages immediately prior to the consummation of the partial defeasance , and ( 2 ) the pool a minimum debt yield .", debt yield coverage cure amount mean i with respect to a cure of a pool a trigger period commence in accordance with clause a ii of the definition thereof an amount that if apply to the reduction of the pool a mortgage loan would result in a debt yield be equal to or great than 7 75 and ii with respect to a partial defeasance event an amount that if apply to the reduction of the pool a mortgage loan would because the debt yield with respect to the remain pool a properties after the release of such individual pool a property in connection with such partial defeasance event to be great than the great of 1 the debt yield of all pool a properties encumber by the applicable mortgages immediately prior to the consummation of the partial defeasance and 2 the pool a minimum debt yield 
188,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,“Debt Yield Coverage Cure Collateral” means cash or a Letter of Credit in an amount equal to the applicable Debt Yield Coverage Cure Amount.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140,“ Debt Yield Coverage Cure Collateral ” means cash or a Letter of Credit in an amount equal to the applicable Debt Yield Coverage Cure Amount .,""" debt yield coverage cure collateral "" mean cash or a letter of credit in an amount equal to the applicable debt yield coverage cure amount .", debt yield coverage cure collateral mean cash or a letter of credit in an amount equal to the applicable debt yield coverage cure amount 
189,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,“Pool A Minimum Debt Yield” means a Debt Yield of 8.86%.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,“ Pool A Minimum Debt Yield ” means a Debt Yield of 8.86 % .,""" pool a minimum debt yield "" mean a debt yield of 8.86 % .", pool a minimum debt yield mean a debt yield of 8 86 
190,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"“Pool A Trigger Period” means a period (A) commencing upon (i) the occurrence and continuance of an applicable Mortgage Loan Event of Default, or (ii) the Debt Yield falling below 7.75%; for two (2) consecutive calendar quarters (a “Pool A Debt Yield Trigger”) and (B) expiring upon (x) with regard to any Pool A Trigger Period commenced in connection with clause (A)(i) above, the cure (if applicable) of such applicable Mortgage Loan Event of Default, and (y) with regard to any Pool A Trigger Period commenced in connection with clause (A)(ii) above, the earlier of (a) the date that the Debt Yield is equal to or greater than 7.75% for two (2) consecutive calendar quarters and (b) the date upon which the Pool A Borrower will have deposited with the Pool A Mortgage Lender the Debt Yield Coverage Cure Collateral to be held in accordance with the provisions of the Pool A Mortgage Loan Agreement.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,901,"“ Pool A Trigger Period ” means a period ( A ) commencing upon ( i ) the occurrence and continuance of an applicable Mortgage Loan Event of Default , or ( ii ) the Debt Yield falling below 7.75 % ; for two ( 2 ) consecutive calendar quarters ( a “ Pool A Debt Yield Trigger ” ) and ( B ) expiring upon ( x ) with regard to any Pool A Trigger Period commenced in connection with clause ( A)(i ) above , the cure ( if applicable ) of such applicable Mortgage Loan Event of Default , and ( y ) with regard to any Pool A Trigger Period commenced in connection with clause ( A)(ii ) above , the earlier of ( a ) the date that the Debt Yield is equal to or greater than 7.75 % for two ( 2 ) consecutive calendar quarters and ( b ) the date upon which the Pool A Borrower will have deposited with the Pool A Mortgage Lender the Debt Yield Coverage Cure Collateral to be held in accordance with the provisions of the Pool A Mortgage Loan Agreement .",""" pool a trigger period "" mean a period ( a ) commence upon ( i ) the occurrence and continuance of an applicable mortgage loan event of default , or ( ii ) the debt yield fall below 7.75 % ; for two ( 2 ) consecutive calendar quarter ( a "" pool a debt yield trigger "" ) and ( b ) expire upon ( x ) with regard to any pool a trigger period commence in connection with clause ( a)(i ) above , the cure ( if applicable ) of such applicable mortgage loan event of default , and ( y ) with regard to any pool a trigger period commence in connection with clause ( a)(ii ) above , the early of ( a ) the date that the debt yield be equal to or great than 7.75 % for two ( 2 ) consecutive calendar quarter and ( b ) the date upon which the pool a borrower will have deposit with the pool a mortgage lender the debt yield coverage cure collateral to be hold in accordance with the provision of the pool a mortgage loan agreement .", pool a trigger period mean a period a commence upon i the occurrence and continuance of an applicable mortgage loan event of default or ii the debt yield fall below 7 75 for two 2 consecutive calendar quarter a pool a debt yield trigger and b expire upon x with regard to any pool a trigger period commence in connection with clause a i above the cure if applicable of such applicable mortgage loan event of default and y with regard to any pool a trigger period commence in connection with clause a ii above the early of a the date that the debt yield be equal to or great than 7 75 for two 2 consecutive calendar quarter and b the date upon which the pool a borrower will have deposit with the pool a mortgage lender the debt yield coverage cure collateral to be hold in accordance with the provision of the pool a mortgage loan agreement 
191,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"Notwithstanding the foregoing, a Pool A Trigger Period will not be deemed to expire in the event that a Pool A Trigger Period then exists for any other reason.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,"Notwithstanding the foregoing , a Pool A Trigger Period will not be deemed to expire in the event that a Pool A Trigger Period then exists for any other reason .","notwithstanding the foregoing , a pool a trigger period will not be deem to expire in the event that a pool a trigger period then exist for any other reason .",notwithstanding the foregoing a pool a trigger period will not be deem to expire in the event that a pool a trigger period then exist for any other reason 
192,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"“Pool B Trigger Period” means a period (A) commencing upon (i) the occurrence and continuance of an applicable Mortgage Loan Event of Default, or (ii) the Debt Yield falling below 8.5%; for two (2) consecutive calendar quarters (a “Pool B Debt Yield Trigger”) and (B) expiring upon (x) with regard to any Pool B Trigger Period commenced in connection with clause (A)(i) above, the cure (if applicable) of such applicable Mortgage Loan Event of Default, and (y) with regard to any Pool B Trigger Period commenced in connection with clause (A)(ii) above, the date that the Debt Yield is equal to or greater than 8.5% for two (2) consecutive calendar quarters; provided, that, the Pool B Borrower has the right to prepay the Pool B Mortgage Loan, subject to payment of a Pool B Prepayment Premium, if any, and otherwise in accordance with the terms and conditions of the Pool B Mortgage Loan Agreement in an amount such that, after such prepayment of the Pool B Mortgage Loan, the Debt Yield is no less than 8.5% without any obligation to wait two (2) consecutive calendar quarters.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1079,"“ Pool B Trigger Period ” means a period ( A ) commencing upon ( i ) the occurrence and continuance of an applicable Mortgage Loan Event of Default , or ( ii ) the Debt Yield falling below 8.5 % ; for two ( 2 ) consecutive calendar quarters ( a “ Pool B Debt Yield Trigger ” ) and ( B ) expiring upon ( x ) with regard to any Pool B Trigger Period commenced in connection with clause ( A)(i ) above , the cure ( if applicable ) of such applicable Mortgage Loan Event of Default , and ( y ) with regard to any Pool B Trigger Period commenced in connection with clause ( A)(ii ) above , the date that the Debt Yield is equal to or greater than 8.5 % for two ( 2 ) consecutive calendar quarters ; provided , that , the Pool B Borrower has the right to prepay the Pool B Mortgage Loan , subject to payment of a Pool B Prepayment Premium , if any , and otherwise in accordance with the terms and conditions of the Pool B Mortgage Loan Agreement in an amount such that , after such prepayment of the Pool B Mortgage Loan , the Debt Yield is no less than 8.5 % without any obligation to wait two ( 2 ) consecutive calendar quarters .",""" pool b trigger period "" mean a period ( a ) commence upon ( i ) the occurrence and continuance of an applicable mortgage loan event of default , or ( ii ) the debt yield fall below 8.5 % ; for two ( 2 ) consecutive calendar quarter ( a "" pool b debt yield trigger "" ) and ( b ) expire upon ( x ) with regard to any pool b trigger period commence in connection with clause ( a)(i ) above , the cure ( if applicable ) of such applicable mortgage loan event of default , and ( y ) with regard to any pool b trigger period commence in connection with clause ( a)(ii ) above , the date that the debt yield be equal to or great than 8.5 % for two ( 2 ) consecutive calendar quarter ; provide , that , the pool b borrower have the right to prepay the pool b mortgage loan , subject to payment of a pool b prepayment premium , if any , and otherwise in accordance with the term and condition of the pool b mortgage loan agreement in an amount such that , after such prepayment of the pool b mortgage loan , the debt yield be no less than 8.5 % without any obligation to wait two ( 2 ) consecutive calendar quarter .", pool b trigger period mean a period a commence upon i the occurrence and continuance of an applicable mortgage loan event of default or ii the debt yield fall below 8 5 for two 2 consecutive calendar quarter a pool b debt yield trigger and b expire upon x with regard to any pool b trigger period commence in connection with clause a i above the cure if applicable of such applicable mortgage loan event of default and y with regard to any pool b trigger period commence in connection with clause a ii above the date that the debt yield be equal to or great than 8 5 for two 2 consecutive calendar quarter provide that the pool b borrower have the right to prepay the pool b mortgage loan subject to payment of a pool b prepayment premium if any and otherwise in accordance with the term and condition of the pool b mortgage loan agreement in an amount such that after such prepayment of the pool b mortgage loan the debt yield be no less than 8 5 without any obligation to wait two 2 consecutive calendar quarter 
193,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"Notwithstanding the foregoing, a Pool B Trigger Period will not be deemed to expire in the event that a Pool B Trigger Period then exists for any other reason.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,"Notwithstanding the foregoing , a Pool B Trigger Period will not be deemed to expire in the event that a Pool B Trigger Period then exists for any other reason .","notwithstanding the foregoing , a pool b trigger period will not be deem to expire in the event that a pool b trigger period then exist for any other reason .",notwithstanding the foregoing a pool b trigger period will not be deem to expire in the event that a pool b trigger period then exist for any other reason 
194,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"“Pool C Trigger Period” means a period (A) commencing upon (i) the occurrence and continuance of an applicable Mortgage Loan Event of Default, or (ii) the Debt Yield falling below 7.5%; for two (2) consecutive calendar quarters (a “Pool C Debt Yield Trigger”) and (B) expiring upon (x) with regard to any Pool C Trigger Period commenced in connection with clause (A)(i) above, the cure (if applicable) of such applicable Mortgage Loan Event of Default, and (y) with regard to any Pool C Trigger Period commenced in connection with clause (A)(ii) above, the date that the Debt Yield is equal to or greater than 7.5% for two (2) consecutive calendar quarters; provided, that, the Pool C Borrower has the right to prepay the Pool C Mortgage Loan, subject to payment of a Pool C Prepayment Premium, if any, and otherwise in accordance with the terms and conditions of the Pool C Mortgage Loan Agreement in an amount such that, after such prepayment of the Pool C Mortgage Loan, the Debt Yield is no less than 7.5% without any obligation to wait two (2) consecutive calendar quarters.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1079,"“ Pool C Trigger Period ” means a period ( A ) commencing upon ( i ) the occurrence and continuance of an applicable Mortgage Loan Event of Default , or ( ii ) the Debt Yield falling below 7.5 % ; for two ( 2 ) consecutive calendar quarters ( a “ Pool C Debt Yield Trigger ” ) and ( B ) expiring upon ( x ) with regard to any Pool C Trigger Period commenced in connection with clause ( A)(i ) above , the cure ( if applicable ) of such applicable Mortgage Loan Event of Default , and ( y ) with regard to any Pool C Trigger Period commenced in connection with clause ( A)(ii ) above , the date that the Debt Yield is equal to or greater than 7.5 % for two ( 2 ) consecutive calendar quarters ; provided , that , the Pool C Borrower has the right to prepay the Pool C Mortgage Loan , subject to payment of a Pool C Prepayment Premium , if any , and otherwise in accordance with the terms and conditions of the Pool C Mortgage Loan Agreement in an amount such that , after such prepayment of the Pool C Mortgage Loan , the Debt Yield is no less than 7.5 % without any obligation to wait two ( 2 ) consecutive calendar quarters .",""" pool c trigger period "" mean a period ( a ) commence upon ( i ) the occurrence and continuance of an applicable mortgage loan event of default , or ( ii ) the debt yield fall below 7.5 % ; for two ( 2 ) consecutive calendar quarter ( a "" pool c debt yield trigger "" ) and ( b ) expire upon ( x ) with regard to any pool c trigger period commence in connection with clause ( a)(i ) above , the cure ( if applicable ) of such applicable mortgage loan event of default , and ( y ) with regard to any pool c trigger period commence in connection with clause ( a)(ii ) above , the date that the debt yield be equal to or great than 7.5 % for two ( 2 ) consecutive calendar quarter ; provide , that , the pool c borrower have the right to prepay the pool c mortgage loan , subject to payment of a pool c prepayment premium , if any , and otherwise in accordance with the term and condition of the pool c mortgage loan agreement in an amount such that , after such prepayment of the pool c mortgage loan , the debt yield be no less than 7.5 % without any obligation to wait two ( 2 ) consecutive calendar quarter .", pool c trigger period mean a period a commence upon i the occurrence and continuance of an applicable mortgage loan event of default or ii the debt yield fall below 7 5 for two 2 consecutive calendar quarter a pool c debt yield trigger and b expire upon x with regard to any pool c trigger period commence in connection with clause a i above the cure if applicable of such applicable mortgage loan event of default and y with regard to any pool c trigger period commence in connection with clause a ii above the date that the debt yield be equal to or great than 7 5 for two 2 consecutive calendar quarter provide that the pool c borrower have the right to prepay the pool c mortgage loan subject to payment of a pool c prepayment premium if any and otherwise in accordance with the term and condition of the pool c mortgage loan agreement in an amount such that after such prepayment of the pool c mortgage loan the debt yield be no less than 7 5 without any obligation to wait two 2 consecutive calendar quarter 
195,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"Notwithstanding the foregoing, a Pool C Trigger Period will not be deemed to expire in the event that a Pool C Trigger Period then exists for any other reason.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,"Notwithstanding the foregoing , a Pool C Trigger Period will not be deemed to expire in the event that a Pool C Trigger Period then exists for any other reason .","notwithstanding the foregoing , a pool c trigger period will not be deem to expire in the event that a pool c trigger period then exist for any other reason .",notwithstanding the foregoing a pool c trigger period will not be deem to expire in the event that a pool c trigger period then exist for any other reason 
196,20170801_02DX5C_Prospectus_SD000000002363000910.pdf,"“Trigger Period” means (i) with respect to the Pool A Mortgage Loan, a Pool A Trigger Period, (ii) with respect to the Pool B Mortgage Loan, a Pool B Trigger Period and (iii) with respect to the Pool C Mortgage Loan, a Pool C Trigger Period.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,241,"“ Trigger Period ” means ( i ) with respect to the Pool A Mortgage Loan , a Pool A Trigger Period , ( ii ) with respect to the Pool B Mortgage Loan , a Pool B Trigger Period and ( iii ) with respect to the Pool C Mortgage Loan , a Pool C Trigger Period .",""" trigger period "" mean ( i ) with respect to the pool a mortgage loan , a pool a trigger period , ( ii ) with respect to the pool b mortgage loan , a pool b trigger period and ( iii ) with respect to the pool c mortgage loan , a pool c trigger period .", trigger period mean i with respect to the pool a mortgage loan a pool a trigger period ii with respect to the pool b mortgage loan a pool b trigger period and iii with respect to the pool c mortgage loan a pool c trigger period 
197,20170814_02E227_Prospectus_SD000000002367167139.pdf,"On each Business Day, the financial institution maintaining each Lockbox Account (which was Wells Fargo Bank, N.A. and PNC Bank, National Association as of the Origination Date) is required to remit all funds on deposit in the Lockbox Account into an account specified by the lender which will be (i) for so long as no Cash Sweep Period or Mortgage Loan Event of Default is continuing, an  operating account of the applicable Borrower and (ii) during the continuance of a Cash Sweep Period or Mortgage Loan Event of Default, the lender’s cash management account (the “Cash Management Account”). ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,595,"On each Business Day , the financial institution maintaining each Lockbox Account ( which was Wells Fargo Bank , N.A. and PNC Bank , National Association as of the Origination Date ) is required to remit all funds on deposit in the Lockbox Account into an account specified by the lender which will be ( i ) for so long as no Cash Sweep Period or Mortgage Loan Event of Default is continuing , an   operating account of the applicable Borrower and ( ii ) during the continuance of a Cash Sweep Period or Mortgage Loan Event of Default , the lender ’s cash management account ( the “ Cash Management Account ” ) .","on each business day , the financial institution maintain each lockbox account ( which be wells fargo bank , n.a. and pnc bank , national association as of the origination date ) be require to remit all fund on deposit in the lockbox account into an account specify by the lender which will be ( i ) for so long as no cash sweep period or mortgage loan event of default be continue , an   operate account of the applicable borrower and ( ii ) during the continuance of a cash sweep period or mortgage loan event of default , the lender ’s cash management account ( the "" cash management account "" ) .",on each business day the financial institution maintain each lockbox account which be wells fargo bank n a and pnc bank national association as of the origination date be require to remit all fund on deposit in the lockbox account into an account specify by the lender which will be i for so long as no cash sweep period or mortgage loan event of default be continue an operate account of the applicable borrower and ii during the continuance of a cash sweep period or mortgage loan event of default the lender s cash management account the cash management account 
198,20170814_02E227_Prospectus_SD000000002367167139.pdf,"“Cash Sweep Period” means each period (a) that commences when the debt yield, determined as of the last day of the calendar quarter, is less than 11.49% until the debt yield, determined as of the last day of the calendar quarter, is equal to or greater than 11.49% and (b) commencing 10 business days following the Borrowers’ receipt of written notice of their failure to deliver financial reports and ending when such reports are delivered and they indicate that no other Cash Sweep Period is ongoing.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,502,"“ Cash Sweep Period ” means each period ( a ) that commences when the debt yield , determined as of the last day of the calendar quarter , is less than 11.49 % until the debt yield , determined as of the last day of the calendar quarter , is equal to or greater than 11.49 % and ( b ) commencing 10 business days following the Borrowers’ receipt of written notice of their failure to deliver financial reports and ending when such reports are delivered and they indicate that no other Cash Sweep Period is ongoing .",""" cash sweep period "" mean each period ( a ) that commence when the debt yield , determine as of the last day of the calendar quarter , be less than 11.49 % until the debt yield , determine as of the last day of the calendar quarter , be equal to or great than 11.49 % and ( b ) commence 10 business day follow the borrowers’ receipt of write notice of -PRON- failure to deliver financial report and end when such report be deliver and -PRON- indicate that no other cash sweep period be ongoing .", cash sweep period mean each period a that commence when the debt yield determine as of the last day of the calendar quarter be less than 11 49 until the debt yield determine as of the last day of the calendar quarter be equal to or great than 11 49 and b commence 10 business day follow the borrowers receipt of write notice of PRON failure to deliver financial report and end when such report be deliver and PRON indicate that no other cash sweep period be ongoing 
199,20170814_02E227_Prospectus_SD000000002367167139.pdf,The Borrowers are permitted to cure or prevent any Cash Sweep Period by prepaying the Mortgage Loan together with any applicable Spread Maintenance Fee that may be required.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,173,The Borrowers are permitted to cure or prevent any Cash Sweep Period by prepaying the Mortgage Loan together with any applicable Spread Maintenance Fee that may be required .,the borrowers be permit to cure or prevent any cash sweep period by prepay the mortgage loan together with any applicable spread maintenance fee that may be require .,the borrowers be permit to cure or prevent any cash sweep period by prepay the mortgage loan together with any applicable spread maintenance fee that may be require 
200,20170814_02E227_Prospectus_SD000000002367167139.pdf,"The Mortgage Loan Documents require the Borrowers to fund (subject to exceptions described below) the following reserve funds (collectively, the “Reserve Funds”): upon the occurrence and continuance of a casualty or condemnation in excess of 5.0% of the related Property’s initial allocated loan amount, a loss proceeds account (the “Loss Proceeds Account”) for the purpose of depositing any loss proceeds; after the occurrence and during the continuance of a Cash Sweep Period, an ongoing tax and insurance escrow fund (the “Basic Carrying Costs Escrow Fund”) funded monthly for taxes and other charges and insurance premiums payable with respect to the Properties into which the Borrowers are required to deposit on a monthly basis 1/12th of the annual taxes, assessments and water and sewer charges and (to the extent the Properties are not insured under a blanket policy acceptable to the lender) 1/12th of the insurance premiums to be payable with respect to the Properties for the ensuing 12 months, as reasonably estimated by the lender; an ongoing reserve funded monthly (the “FF&E Reserve Account”) for reserving amounts in respect of furniture, fixtures and equipment (“FF&E” ) at the Properties equal to the greater of (1) any amount required to be reserved for FF&E under any approved management or franchise agreement and (2) an amount equal to 1/12 of 5% of the operating income of the Portfolio during the immediately preceding 12-month period; provided that for so long as no Mortgage Loan Event of Default is continuing, the Borrowers will have no obligation to make such deposit to the extent that a third-party franchisor or property manager approved by the lender and not an affiliate of the Borrowers is maintaining an FF&E reserve for the applicable Property pursuant to the terms of the Mortgage Loan Agreement; and during the continuance of a Cash Sweep Period, provided no Mortgage Loan Event of Default is continuing, all remaining amounts on deposit in the Cash Management Account after payment of all escrows, reserves, debt service and other amounts required to be made in accordance with the Mortgage Loan Documents (the “Excess Cash Flow”) will be required to be deposited into a reserve fund (the “Excess Cash Flow Reserve Account”).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,"The Mortgage Loan Documents require the Borrowers to fund ( subject to exceptions described below ) the following reserve funds ( collectively , the “ Reserve Funds ” ) : upon the occurrence and continuance of a casualty or condemnation in excess of 5.0 % of the related Property ’s initial allocated loan amount , a loss proceeds account ( the “ Loss Proceeds Account ” ) for the purpose of depositing any loss proceeds ; after the occurrence and during the continuance of a Cash Sweep Period , an ongoing tax and insurance escrow fund ( the “ Basic Carrying Costs Escrow Fund ” ) funded monthly for taxes and other charges and insurance premiums payable with respect to the Properties into which the Borrowers are required to deposit on a monthly basis 1/12th of the annual taxes , assessments and water and sewer charges and ( to the extent the Properties are not insured under a blanket policy acceptable to the lender ) 1/12th of the insurance premiums to be payable with respect to the Properties for the ensuing 12 months , as reasonably estimated by the lender ; an ongoing reserve funded monthly ( the “ FF&E Reserve Account ” ) for reserving amounts in respect of furniture , fixtures and equipment ( “ FF&E ” ) at the Properties equal to the greater of ( 1 ) any amount required to be reserved for FF&E under any approved management or franchise agreement and ( 2 ) an amount equal to 1/12 of 5 % of the operating income of the Portfolio during the immediately preceding 12-month period ; provided that for so long as no Mortgage Loan Event of Default is continuing , the Borrowers will have no obligation to make such deposit to the extent that a third - party franchisor or property manager approved by the lender and not an affiliate of the Borrowers is maintaining an FF&E reserve for the applicable Property pursuant to the terms of the Mortgage Loan Agreement ; and during the continuance of a Cash Sweep Period , provided no Mortgage Loan Event of Default is continuing , all remaining amounts on deposit in the Cash Management Account after payment of all escrows , reserves , debt service and other amounts required to be made in accordance with the Mortgage Loan Documents ( the “ Excess Cash Flow ” ) will be required to be deposited into a reserve fund ( the “ Excess Cash Flow Reserve Account ” ) .","the mortgage loan documents require the borrowers to fund ( subject to exception describe below ) the follow reserve fund ( collectively , the "" reserve funds "" ) : upon the occurrence and continuance of a casualty or condemnation in excess of 5.0 % of the related property ’s initial allocate loan amount , a loss proceed account ( the "" loss proceeds account "" ) for the purpose of deposit any loss proceed ; after the occurrence and during the continuance of a cash sweep period , an ongoing tax and insurance escrow fund ( the "" basic carrying costs escrow fund "" ) fund monthly for tax and other charge and insurance premium payable with respect to the properties into which the borrowers be require to deposit on a monthly basis 1/12th of the annual tax , assessment and water and sewer charge and ( to the extent the properties be not insure under a blanket policy acceptable to the lender ) 1/12th of the insurance premium to be payable with respect to the properties for the ensue 12 month , as reasonably estimate by the lender ; an ongoing reserve fund monthly ( the "" ff&e reserve account "" ) for reserve amount in respect of furniture , fixture and equipment ( "" ff&e "" ) at the properties equal to the great of ( 1 ) any amount require to be reserve for ff&e under any approve management or franchise agreement and ( 2 ) an amount equal to 1/12 of 5 % of the operate income of the portfolio during the immediately precede 12-month period ; provide that for so long as no mortgage loan event of default be continue , the borrowers will have no obligation to make such deposit to the extent that a third - party franchisor or property manager approve by the lender and not an affiliate of the borrowers be maintain an ff&e reserve for the applicable property pursuant to the term of the mortgage loan agreement ; and during the continuance of a cash sweep period , provide no mortgage loan event of default be continue , all remain amount on deposit in the cash management account after payment of all escrow , reserve , debt service and other amount require to be make in accordance with the mortgage loan documents ( the "" excess cash flow "" ) will be require to be deposit into a reserve fund ( the "" excess cash flow reserve account "" ) .",the mortgage loan documents require the borrowers to fund subject to exception describe below the follow reserve fund collectively the reserve funds upon the occurrence and continuance of a casualty or condemnation in excess of 5 0 of the related property s initial allocate loan amount a loss proceed account the loss proceeds account for the purpose of deposit any loss proceed after the occurrence and during the continuance of a cash sweep period an ongoing tax and insurance escrow fund the basic carrying costs escrow fund fund monthly for tax and other charge and insurance premium payable with respect to the properties into which the borrowers be require to deposit on a monthly basis 1 12th of the annual tax assessment and water and sewer charge and to the extent the properties be not insure under a blanket policy acceptable to the lender 1 12th of the insurance premium to be payable with respect to the properties for the ensue 12 month as reasonably estimate by the lender an ongoing reserve fund monthly the ff e reserve account for reserve amount in respect of furniture fixture and equipment ff e at the properties equal to the great of 1 any amount require to be reserve for ff e under any approve management or franchise agreement and 2 an amount equal to 1 12 of 5 of the operate income of the portfolio during the immediately precede 12 month period provide that for so long as no mortgage loan event of default be continue the borrowers will have no obligation to make such deposit to the extent that a third party franchisor or property manager approve by the lender and not an affiliate of the borrowers be maintain an ff e reserve for the applicable property pursuant to the term of the mortgage loan agreement and during the continuance of a cash sweep period provide no mortgage loan event of default be continue all remain amount on deposit in the cash management account after payment of all escrow reserve debt service and other amount require to be make in accordance with the mortgage loan documents the excess cash flow will be require to be deposit into a reserve fund the excess cash flow reserve account 
201,20170814_02E227_Prospectus_SD000000002367167139.pdf,"So long as no Mortgage Loan Event of Default is continuing, funds in the Loss Proceeds Account will be required to be applied as described below under “—Risk Management—Casualty and Condemnation”.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,196,"So long as no Mortgage Loan Event of Default is continuing , funds in the Loss Proceeds Account will be required to be applied as described below under “ —Risk Management — Casualty and Condemnation ” .","so long as no mortgage loan event of default be continue , fund in the loss proceeds account will be require to be apply as describe below under "" —risk management — casualty and condemnation "" .",so long as no mortgage loan event of default be continue fund in the loss proceeds account will be require to be apply as describe below under risk management casualty and condemnation 
202,20170814_02E227_Prospectus_SD000000002367167139.pdf,"During the continuance of a Mortgage Loan Event of Default or at any time that Borrowers will have failed to deliver to the lender evidence of insurance under any blanket policy in accordance with the terms of the Mortgage Loan Agreement, amounts in respect of insurance premiums will be reserved in accordance with the Mortgage Loan Agreement.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,344,"During the continuance of a Mortgage Loan Event of Default or at any time that Borrowers will have failed to deliver to the lender evidence of insurance under any blanket policy in accordance with the terms of the Mortgage Loan Agreement , amounts in respect of insurance premiums will be reserved in accordance with the Mortgage Loan Agreement .","during the continuance of a mortgage loan event of default or at any time that borrower will have fail to deliver to the lender evidence of insurance under any blanket policy in accordance with the term of the mortgage loan agreement , amount in respect of insurance premium will be reserve in accordance with the mortgage loan agreement .",during the continuance of a mortgage loan event of default or at any time that borrower will have fail to deliver to the lender evidence of insurance under any blanket policy in accordance with the term of the mortgage loan agreement amount in respect of insurance premium will be reserve in accordance with the mortgage loan agreement 
203,20170814_02E227_Prospectus_SD000000002367167139.pdf,"Provided that no Mortgage Loan Event of Default is then continuing, the lender will release to the Borrowers all amounts then contained in the Basic Carrying Costs Escrow Account on the first Payment Date following the expiration of a Cash Sweep Period.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,253,"Provided that no Mortgage Loan Event of Default is then continuing , the lender will release to the Borrowers all amounts then contained in the Basic Carrying Costs Escrow Account on the first Payment Date following the expiration of a Cash Sweep Period .","provide that no mortgage loan event of default be then continue , the lender will release to the borrowers all amount then contain in the basic carrying costs escrow account on the first payment date follow the expiration of a cash sweep period .",provide that no mortgage loan event of default be then continue the lender will release to the borrowers all amount then contain in the basic carrying costs escrow account on the first payment date follow the expiration of a cash sweep period 
